State,County,Collection Date,Date Detected,HPAI Strain,Bird Species,WOAH Classification,Sampling Method,Submitting Agency
Wisconsin,La Crosse,11/13/2023,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/13/2023,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/13/2023,12/2/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/13/2023,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/12/2023,12/2/2023,EA H5N1,Duck,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/12/2023,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/12/2023,12/2/2023,EA/AM H5N1,Other,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/12/2023,12/2/2023,EA/AM H5N1,Teal,Wild bird,Hunter harvest,NWDP
Wisconsin,Marathon,11/14/2023,12/2/2023,EA/AM H5N1,Swan,Wild bird,Morbidity/Mortality,USGS
Wisconsin,Marathon,11/14/2023,12/2/2023,EA/AM H5N1,Swan,Wild bird,Morbidity/Mortality,USGS
Minnesota,Houston,11/8/2023,12/2/2023,EA/AM H5N1,Swan,Wild bird,Morbidity/Mortality,USGS
Colorado,Larimer,11/21/2023,12/2/2023,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Morgan,11/17/2023,12/2/2023,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
North Dakota,Emmons,11/20/2023,12/2/2023,EA H5N1,Mallard,Wild bird,Morbidity/Mortality,USGS
North Dakota,Emmons,11/20/2023,12/2/2023,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,USGS
North Dakota,Emmons,11/20/2023,12/2/2023,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,USGS
North Dakota,Emmons,11/20/2023,12/2/2023,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,USGS
North Dakota,Emmons,11/20/2023,12/2/2023,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,USGS
Oregon,Tillamook,11/21/2023,12/2/2023,EA H5N1,Goose,Wild bird,Morbidity/Mortality,OR DFW
Indiana,Starke,11/20/2023,12/2/2023,EA/AM H5N1,Swan,Wild bird,Morbidity/Mortality,IN DNR
Minnesota,Carver,11/20/2023,12/2/2023,EA/AM H5N1,Goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Washington,Clallam,11/6/2023,12/2/2023,EA H5N1,Goose,Wild bird,Morbidity/Mortality,WA DFW
Colorado,Denver,11/20/2023,12/2/2023,EA/AM H5N1,Mallard,Wild bird,Agency harvest,NWDP
Colorado,Adams,11/21/2023,12/2/2023,EA/AM H5N1,Other,Wild bird,Live bird,NWDP
Alaska,Juneau,10/21/2023,12/2/2023,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Washington,Skagit,11/18/2023,12/2/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Grant,11/20/2023,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Grant,11/20/2023,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Grant,11/18/2023,12/2/2023,EA H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Washington,Clark,11/16/2023,12/2/2023,EA H5,Other,Wild bird,Hunter harvest,NWDP
Washington,Clark,11/16/2023,12/2/2023,EA/AM H5N1,Other,Wild bird,Hunter harvest,NWDP
Washington,Clark,11/16/2023,12/2/2023,EA H5,Other,Wild bird,Hunter harvest,NWDP
Washington,Clark,11/16/2023,12/2/2023,EA/AM H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Washington,Snohomish,11/17/2023,12/2/2023,EA H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Washington,Snohomish,11/17/2023,12/2/2023,EA H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Washington,Grant,11/19/2023,12/2/2023,EA/AM H5N1,Other,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,11/18/2023,12/2/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,11/18/2023,12/2/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Utah,Cache,11/14/2023,11/28/2023,EA H5N1,Goose,Wild bird,Morbidity/Mortality,UT DWR
Nebraska,Buffalo,11/5/2023,11/28/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Washington,Grant,11/15/2023,11/28/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Colorado,Boulder,11/18/2023,11/28/2023,EA/AM H5N1,Goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
California,Glenn,11/4/2023,11/28/2023,EA/AM H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
California,Glenn,11/4/2023,11/28/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
California,Glenn,11/4/2023,11/28/2023,EA/AM H5N1,Teal,Wild bird,Hunter harvest,NWDP
California,Glenn,11/4/2023,11/28/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wyoming,Goshen,11/18/2023,11/28/2023,EA H5N1,Other,Wild bird,Hunter harvest,NWDP
Nebraska,Scotts Bluff,11/19/2023,11/28/2023,EA/AM H5N1,Teal,Wild bird,Hunter harvest,NWDP
Nebraska,Scotts Bluff,11/19/2023,11/28/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Clark,11/14/2023,11/28/2023,EA/AM H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Washington,Grant,11/16/2023,11/28/2023,EA/AM H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Montana,Lake,10/28/2023,11/28/2023,EA H5N1,Goose,Wild bird,Morbidity/Mortality,MT FWP
New York,Seneca,11/9/2023,11/28/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Montana,Lake,10/28/2023,11/28/2023,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,MT FWP
Oregon,Benton,11/15/2023,11/28/2023,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,OR DFW
Washington,Clark,11/14/2023,11/28/2023,EA H5N1,Other,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Other,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5,Pintail,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Pintail,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Duck,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Duck,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Other,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Other,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Other,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Other,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Other,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5,Other,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA/AM H5N1,Pintail,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Pintail,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA/AM H5N1,Teal,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Duck,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA/AM H5N1,Pintail,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5,Teal,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5,Duck,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,10/29/2023,11/28/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Washington,Skagit,11/11/2023,11/26/2023,EA H5,Other,Wild bird,Hunter harvest,NWDP
Colorado,Boulder,11/16/2023,11/26/2023,EA H5N1,Goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Arapahoe,11/16/2023,11/26/2023,EA H5N1,Goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Weld,11/13/2023,11/26/2023,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Kansas,Kearny,11/13/2023,11/26/2023,EA H5N1,Goose,Wild bird,Morbidity/Mortality,SCWDS
California,Contra Costa,11/1/2023,11/26/2023,EA/AM H5N1,Duck,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
South Dakota,Beadle,11/17/2023,11/26/2023,EA H5N1,Goose,Wild bird,Morbidity/Mortality,SD GFP
Wyoming,Platte,11/15/2023,11/26/2023,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Washakie,11/13/2023,11/26/2023,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Washakie,11/13/2023,11/26/2023,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,WY GFD
Oregon,Polk,11/7/2023,11/26/2023,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Benton,11/9/2023,11/26/2023,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Marion,11/13/2023,11/26/2023,EA H5N1,Goose,Wild bird,Morbidity/Mortality,OR DFW
Florida,Volusia,11/14/2023,11/26/2023,EA H5N1,Other,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Washington,Whatcom,11/9/2023,11/26/2023,EA H5N1,Goose,Wild bird,Morbidity/Mortality,WA DFW
Idaho,Canyon,11/7/2023,11/26/2023,EA H5N1,Goose,Wild bird,Morbidity/Mortality,IA DNR
Washington,Snohomish,11/6/2023,11/26/2023,EA H5N1,Goose,Wild bird,Morbidity/Mortality,WA DFW
Alaska,Anchorage,9/26/2023,11/26/2023,EA H5N1,Mallard,Wild bird,Agency harvest,NWDP
Alaska,Anchorage,10/18/2023,11/26/2023,EA H5N1,Mallard,Wild bird,Agency harvest,NWDP
California,Kern,11/1/2023,11/26/2023,EA H5N1,Other,Wild bird,Hunter harvest,NWDP
Alaska,Anchorage,9/16/2023,11/26/2023,EA H5N1,Teal,Wild bird,Agency harvest,NWDP
Washington,Skagit,11/11/2023,11/26/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Iowa,Warren,11/4/2023,11/26/2023,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Iowa,Warren,11/4/2023,11/26/2023,EA/AM H5N1,Teal,Wild bird,Hunter harvest,NWDP
Illinois,St. Clair,11/13/2023,11/26/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Illinois,St. Clair,11/13/2023,11/26/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Illinois,St. Clair,11/13/2023,11/26/2023,EA H5N1,Duck,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Kansas,Crawford,11/12/2023,11/26/2023,EA H5N1,Pintail,Wild bird,Hunter harvest,NWDP
Illinois,St. Clair,11/13/2023,11/26/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Kansas,Crawford,11/12/2023,11/26/2023,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Illinois,St. Clair,11/13/2023,11/26/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Indiana,Posey,11/11/2023,11/26/2023,EA H5N1,Pintail,Wild bird,Hunter harvest,NWDP
Illinois,St. Clair,11/13/2023,11/26/2023,EA H5N1,Pintail,Wild bird,Hunter harvest,NWDP
Illinois,St. Clair,11/13/2023,11/26/2023,EA H5N1,Pintail,Wild bird,Hunter harvest,NWDP
Illinois,St. Clair,11/13/2023,11/26/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Kansas,Crawford,11/12/2023,11/26/2023,EA/AM H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA/AM H5N1,Pintail,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA H5N1,Duck,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA H5N1,Pintail,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA H5N1,Duck,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA H5N1,Duck,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/4/2023,11/26/2023,EA H5N1,Pintail,Wild bird,Hunter harvest,NWDP
Arizona,La Paz,10/23/2023,11/24/2023,EA/AM H5N1,Pintail,Wild bird,Hunter harvest,NWDP
Arizona,Mohave,11/4/2023,11/24/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Arizona,Mohave,10/28/2023,11/24/2023,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Idaho,Canyon,9/12/2023,11/24/2023,EA H5N1 mixed,Mallard,Wild bird,Live bird,NWDP
Idaho,Canyon,9/12/2023,11/24/2023,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Idaho,Canyon,9/12/2023,11/24/2023,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Idaho,Canyon,9/12/2023,11/24/2023,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Idaho,Canyon,9/12/2023,11/24/2023,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Idaho,Canyon,9/12/2023,11/24/2023,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Idaho,Canyon,9/12/2023,11/24/2023,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Iowa,Worth,11/7/2023,11/24/2023,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,NWDP
Iowa,Winnebago,11/7/2023,11/24/2023,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,NWDP
Idaho,Canyon,9/12/2023,11/24/2023,EA H5N1,Mallard,Wild bird,Live bird,NWDP
South Dakota,Brown,11/8/2023,11/22/2023,EA H5,Teal,Wild bird,Hunter harvest,NWDP
Utah,Box Elder,11/3/2023,11/22/2023,EA H5,Wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/4/2023,11/22/2023,EA H5N1,Duck,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/4/2023,11/22/2023,EA H5N1,Duck,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/5/2023,11/22/2023,EA/AM H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/5/2023,11/22/2023,EA H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/5/2023,11/22/2023,EA H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/5/2023,11/22/2023,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/5/2023,11/22/2023,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/5/2023,11/22/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/4/2023,11/22/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Utah,Box Elder,11/3/2023,11/22/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Utah,Box Elder,11/3/2023,11/22/2023,EA H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Utah,Box Elder,11/3/2023,11/22/2023,EA H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Utah,Box Elder,11/3/2023,11/22/2023,EA H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Utah,Box Elder,11/3/2023,11/22/2023,EA H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/4/2023,11/22/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/4/2023,11/22/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/4/2023,11/22/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/4/2023,11/22/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/4/2023,11/22/2023,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/4/2023,11/22/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/4/2023,11/22/2023,EA/AM H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/4/2023,11/22/2023,EA H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/4/2023,11/22/2023,EA H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/4/2023,11/22/2023,EA/AM H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/4/2023,11/22/2023,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/4/2023,11/22/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/4/2023,11/22/2023,EA/AM H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
North Dakota,Emmons,11/8/2023,11/21/2023,EA/AM H5N1,Goose,Wild bird,Agency harvest,ND Game and Fish
North Dakota,Emmons,11/8/2023,11/21/2023,EA/AM H5N1,Goose,Wild bird,Agency harvest,ND Game and Fish
North Dakota,Emmons,11/7/2023,11/21/2023,EA/AM H5N1,Goose,Wild bird,Agency harvest,ND Game and Fish
Michigan,Ionia,11/8/2023,11/21/2023,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,MI DNR
Colorado,Boulder,11/12/2023,11/21/2023,EA/AM H5N1,Goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Nebraska,Buffalo,11/5/2023,11/21/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Wisconsin,Burnett,10/19/2023,11/21/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,Burnett,10/27/2023,11/21/2023,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Wisconsin,Burnett,10/27/2023,11/21/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,Marathon,11/4/2023,11/21/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,Marathon,11/4/2023,11/21/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,Marathon,11/4/2023,11/21/2023,EA H5N1,Duck,Wild bird,Hunter harvest,NWDP
Nebraska,Buffalo,11/5/2023,11/21/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Nebraska,Buffalo,11/5/2023,11/21/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
North Dakota,Dickey,11/8/2023,11/21/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
North Dakota,Dickey,11/8/2023,11/21/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
North Dakota,Dickey,11/8/2023,11/21/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
North Dakota,Dickey,11/8/2023,11/21/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,11/1/2023,11/21/2023,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Michigan,Mackinac,11/3/2023,11/21/2023,EA H5N1,Duck,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,11/1/2023,11/21/2023,EA H5N1,Duck,Wild bird,Hunter harvest,NWDP
Colorado,Boulder,11/9/2023,11/21/2023,EA H5N1,Goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Boulder,11/6/2023,11/21/2023,EA/AM H5N1,Goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
South Dakota,Hughes,11/3/2023,11/21/2023,EA H5,Goose,Wild bird,Morbidity/Mortality,SD GFP
North Dakota,Emmons,11/7/2023,11/21/2023,EA/AM H5N1,Mallard,Wild bird,Morbidity/Mortality,USGS
North Dakota,Emmons,11/7/2023,11/21/2023,EA/AM H5N1,Mallard,Wild bird,Morbidity/Mortality,USGS
North Dakota,Emmons,11/7/2023,11/21/2023,EA H5N1,Mallard,Wild bird,Morbidity/Mortality,USGS
North Dakota,Emmons,11/7/2023,11/21/2023,EA/AM H5N1,Mallard,Wild bird,Morbidity/Mortality,USGS
North Dakota,Emmons,11/7/2023,11/21/2023,EA/AM H5N1,Mallard,Wild bird,Morbidity/Mortality,USGS
South Dakota,McPherson,11/8/2023,11/21/2023,EA H5N1,Goose,Wild bird,Morbidity/Mortality,SD GFP
South Dakota,McPherson,11/8/2023,11/21/2023,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,SD GFP
South Dakota,McPherson,11/8/2023,11/21/2023,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,SD GFP
Kansas,Rush,11/5/2023,11/21/2023,EA/AM H5N1,Teal,Wild bird,Hunter harvest,NWDP
Kansas,Rush,11/5/2023,11/21/2023,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Kansas,Rush,11/5/2023,11/21/2023,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Kansas,Rush,11/5/2023,11/21/2023,EA H5,Pintail,Wild bird,Hunter harvest,NWDP
Kansas,Rush,11/5/2023,11/21/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,11/4/2023,11/21/2023,EA H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
